duns,domain,gt_domain,business_name,address_1,address_2,city_name,state_name,postal_code,country_name,line_of_business,better_domain,perfect_match,probably_match,not_match,alternative_domain,comment,time
17091767,virginia.edu,uvahealth.com,The University of Virginia,1215 Lee St,,Charlottesville,Virginia,22908,USA,College/university,,,,,,,
754891927,business.bofa.com,bankofamerica.com,"BANK OF AMERICA, NATIONAL ASSOCIATION",L 34 Governor Phillip Tower 1 Farrer Pl,,SYDNEY,NEW SOUTH WALES,2000,AUSTRALIA,Commercial bank,,,,,,,
7933950,prosoftpro.com,askconsulting.com,"Ask Staffing, Inc.",6495 Shiloh Rd Ste 300,,Alpharetta,Georgia,30005,USA,Help supply services,,,,,,,
365932578,packaging-systems.ru,tetrapak.com,"JSC ""PACKAGING SYSTEMS""",d. 8 ul. Vilgelma Pika,,MOSCOW,,12922,RUSSIAN FEDERATION,Commercial physical research,,,,,,,
147413140,www.stonge.com,stonge.com,St. Onge Company,1400 Williams Rd,,York,Pennsylvania,17402,USA,Engineering services,,,,,,,
79787120,www.novolex.com,novolex.com,"Novolex Holdings, LLC",3436 Toringdon Way Ste 100,,CHARLOTTE,North Carolina,28277,USA,Mfg plastic products,,,,,,,
356413701,mgkb-med.ru,xn--90advg.xn--p1ai,"MYTISHCHINSKAYA OKB, GBU",24 ul. Kominterna,,Mytishchi,Moskovskaya oblast,14100,RUSSIAN FEDERATION,General hospital,,,,,,,
48397410,northlakecollege.edu,dallascollege.edu,Lake North College,5001 N MacArthur Blvd,,Irving,Texas,75038,USA,Junior college,,,,,,,
80055924,kinesso.com,ipgmediabrands.com,"Mediabrands Worldwide, Inc.",100 W 33RD St FL 3,,New York,New York,10001,USA,Advertising services,,,,,,,
365540348,severnaya.ru,pcrc.spb.ru,"PTITSEFABRIKA SEVERNAYA, AO",ZD. 1A dor. Pod-Zd K Sinyavinskim Vysotam Ot A/D Kola,,Leningradskaya Obl.,,18732,RUSSIAN FEDERATION,Poultry/poultry egg farm,,,,,,,
565612053,ksk-vityaz.ru,ruspolymet.ru,JSC RUSPOLYMET,"d. 1/15 kab. 304,  ul. Vosstaniya",,Kulebaki,Nizhegorodskaya oblast,60701,RUSSIAN FEDERATION,Blast furnace-steel works,,,,,,,
56446388,amvac-chemical.com,amvac.com,Amvac Chemical Corporation,4695 MacArthur Ct Ste 1200,,NEWPORT BEACH,California,92660,USA,Mfg agricultural chemicals,,,,,,,
750913899,ausdrill.com.au,perentigroup.com,PERENTI UTILITIES PTY LTD,LEVEL 4 45 FRANCIS STREET,,NORTHBRIDGE,WESTERN AUSTRALIA,6003,AUSTRALIA,Coal mining services,,,,,,,
204139083,officedepot.com,grandandtoy.com,Grand & Toy Limited,200 Aviva Park Dr,,VAUGHAN,ONTARIO,L4L 9,CANADA,Ret stationery,,,,,,,
687942805,skico.co.kr,skincheonpetrochem.com,"SK Incheon Oil Co., Ltd.",26 Jong-ro Jongno-gu,,SEOUL,SEOUL,3188,KOREA REP OF,Petroleum refiner,,,,,,,
756944872,alphawest.com.au,optus.com.au,ALPHA WEST ERP PTY LTD,L 3 234 Sussex St,,SYDNEY,NEW SOUTH WALES,2000,AUSTRALIA,Telephone communications,,,,,,,
78907946,ctbinc.com,brockgrain.com,"Ctb, Inc.",611 N Higbee St,,Milford,Indiana,46542,USA,Mfg fabricated plate work,,,,,,,
209664408,cdsltd-cdsltee.ca,cds.ca,The Canadian Depository For Securities Limited,85 Richmond St W,,TORONTO,ONTARIO,M5H 2,CANADA,Security/commodity service,,,,,,,
167267652,cocacolaunited.com,us.coca-cola.com,The Coca-Cola Bottling Company of New York Inc,2500 Windy Ridge Pkwy SE Ste 700,,Atlanta,Georgia,30339,USA,Mfg bottled/canned soft drinks,,,,,,,
54021743,hemetglobalmedcenter.com,kpchealth.com,"Kpc Global Medical Centers, Inc.",1117 E Devonshire Ave,,Hemet,California,92543,USA,General hospital,,,,,,,
538954439,supergroup.com,supergroup.co.za,SUPER GROUP TRADING (PTY) LTD,27 IMPALA RD,,Johannesburg,Gauteng,2196,SOUTH AFRICA,Railroad line-haul operator,,,,,,,
811880822,kpmg.com.mx,home.kpmg,"KPMG Cardenas Dosal, S.C.","Manuel Avila Camacho No. 176, Int. P 1","Reforma Social, Miguel Hidalgo",Mexico,CIUDAD DE MEXICO,11650,MEXICO,Accounting/auditing/bookkeeping,,,,,,,
745829916,quadrantenergy.com.au,santos.com,SANTOS WA LNG PTY LTD,L 7 100 St Georges Tce,,PERTH,WESTERN AUSTRALIA,6000,AUSTRALIA,Whol petroleum products,,,,,,,
77311403,www.infinityenergy.com,infinityenergy.com,Infinity Energy Inc.,3825 Atherton Rd,,ROCKLIN,California,95765,USA,Plumbing/heating/air cond contractor,,,,,,,
690877626,pfu.ricoh.com,pfu.fujitsu.com,PFU LIMITED,"98-2, NU, UNOKE",,KAHOKU,ISHIKAWA,929-1,JAPAN,Mfg computer peripheral equipment,,,,,,,
6946131,pettersupply.com,petter-business.com,Henry A. Petter Supply Company LLC,5110 Charter Oak Dr,,Paducah,Kentucky,42001,USA,Whol stationery/office supplies,,,,,,,
397032447,eiffagegeniecivil.com,eiffageroute.com,EIFFAGE ROUTE ILE DE FRANCE CENTRE OUEST,2 RUE HELENE BOUCHER,,NEUILLY SUR MARNE,SEINE SAINT DENIS,93330,FRANCE,Highway/street construction,,,,,,,
915840636,krishnagroup.co.in,kmlgroup.co.in,KRISHNA MARUTI LIMITED,"58th Miles Stone, NH - 8, Delhi Jaipur Highway Binola",,Gurugram,Haryana,12200,INDIA,Mfg public building furniture,,,,,,,
276108016,derichebourg.com,derichebourg-multiservices.com,REVIVAL,VC ZI 4 VALENCIENNES ST SAULV,,SAINT-SAULVE,NORD,59880,FRANCE,Whol scrap/waste material,,,,,,,
204100317,scotiacapital.com,scotiabank.com,Scotia Capital Inc,40 King St W,,TORONTO,ONTARIO,M5H 3,CANADA,Security broker/dealer,,,,,,,
5467725,weberpackaging.com,weber-marking.com,"Weber Marking Systems, Inc.",711 W Algonquin Rd,,Arlington Heights,Illinois,60005,USA,Mfg printing trades machinery,,,,,,,
600032312,mazda.com,mazdausa.com,DELEK AUTOMOTIVE SYSTEMS LTD.,Moshav,,NIR TZVI,Shfella Area,72905,ISRAEL,Whol autos/motor vehicles,,,,,,,
331464701,berlin.de,polizei.berlin.de,Polizeipräsidium Berlin,Platz der Luftbrucke 6,,Berlin,Berlin,12101,GERMANY,Police protection,,,,,,,
243928590,ppgpaints.com,sico.ca,"PPG Revêtements Architecturaux Canada, Inc",500-1550 rue Ampère,,BOUCHERVILLE,QUEBEC,J4B 7,CANADA,Mfg paints/allied products,,,,,,,
552780801,medicalcity.ksu.edu.sa,kku.edu.sa,KING KHALID UNIVERSITY HOSPITAL,"Prince Khaled Street, King Saud Medical City, Exit.9",Al Jamaa Street,RIYADH,Riyadh,11472,SAUDI ARABIA,School/educational services,,,,,,,
557368791,barloworld.com,mywheels.co.za,BARLOWORLD SOUTH AFRICA (PTY) LTD,BARLOWORLD CORPORATE OFFICE 61 KATHERINE ST,,Sandton,Gauteng,2146,SOUTH AFRICA,Ret misc vehicles,,,,,,,
901219543,claro.com.br,bcp.com.br,Claro S/A,Rua HENRI DUNANT 780,TORRE A E TORRE B,SAO PAULO,SAO PAULO,4709,BRAZIL,Radiotelephone communication,,,,,,,
531235423,susu.ru,chelsma.ru,"FGBOU VO YUUGMU MINZDRAVA ROSSII, FGBU",64 ul. Vorovskogo,,Chelyabinsk,,45414,RUSSIAN FEDERATION,College/university,,,,,,,
560458237,zdlife.com,jklife.com,J.K. Life Insurance Corporation Limited,"No.9, Huaying Garden, Shunyi District",,Beijing,Beijing,10139,CHINA,Life insurance carrier,,,,,,,
676159173,vthinkbeyondvm.com,vmware.com,VMWARE SOFTWARE INDIA PRIVATE LIMITED,"Kalyani Vista, Sy. 165/1 & 165/17, Doraisanipalya,","4th Phase, JP Nagar,",Bengaluru,Karnataka,56007,INDIA,Custom computer programming,,,,,,,
831586115,freseniusmedicalcare.com,fmcna.com,"Fresenius Medical Care of Illinois, LLC",920 Winter St Ste A,,Waltham,Massachusetts,2451,USA,Kidney dialysis centers,,,,,,,
481601206,endress.com,ch.endress.com,Endress+Hauser AG,Kägenstrasse 2,,REINACH,BASEL-LAND,4153,SWITZERLAND,Holding company,,,,,,,
851225721,fixedmea.com,itqueue.com,MAHMOUD SHERIF TAWFIK AND HIS PARTNER,"In Front Of Metro Market Villa 33G, El Wozaraa Square, Square","1173, Sheraton Buildings, Heliopolis",CAIRO,Cairo,,EGYPT,Computer related services,,,,,,,
880227686,caracoltvcorporativo.com,caracoltv.com,CARACOL TELEVISION S A,CALLE 103 69 B 43,,BOGOTA,Distrito Capital de Bogota,11112,COLOMBIA,Cable/pay television service,,,,,,,
7940091,aointl.com,pyxus.com,"Pyxus International, Inc.",6001 Hospitality Ct Ste 100,,MORRISVILLE,North Carolina,27560,USA,Whol farm product raw materials,,,,,,,
502662515,meritcrystalcove.kibrisda.com,merithotels.com,VOYAGER KIBRIS LTD,"ALSANCAK MEVKII,  MERIT KRISTAL COVE HOTEL",,Girne,Turkish Republic Of Northern Cyprus,,TURKISH REP N CYPRUS,Hotel/motel operation,,,,,,,
78360262,investors.fiserv.com,fiserv.com,First Data Transportation Services Inc.,5565 Glenridge Connector Ste 2000,,Atlanta,Georgia,30342,USA,Business services,,,,,,,
527658709,longma-lm.com,longmayun.net,"Foshan Nanhai Longma Aluminum Industry Co.,Ltd.","No.5, Ping'an Avenue, Nanhai District",,Foshan,Guangdong,52824,CHINA,Metals service center,,,,,,,
160961454,dianesboutique.com,shop2.dianesboutique.com,"Diane's, Ltd.",1503 Wilmington Rd Ste A,,New Castle,Pennsylvania,16105,USA,Ret women's clothing,,,,,,,
420550527,worldaic.com.cn,ebls-group.com,"Shanghai East Best Lansheng International (Group) Co.,Ltd.","No.837, Yan'an M. Road, Jing'an District",,Shanghai,Shanghai,20004,CHINA,Management services,,,,,,,
77991206,gcso.org,greenvillecounty.org,County of Greenville,352 Halton Rd # 100,,Greenville,South Carolina,29607,USA,Executive office,,,,,,,
73101917,webercounty4-h.org,webercountyutah.gov,County of Weber,2380 Washington Blvd,,OGDEN,Utah,84401,USA,Executive office,,,,,,,
353189309,magna.com,veoneersweden.teamtailor.com,Magna Electronics Sweden AB,Wallentinsvägen 22,,VÅRGÅRDA,Västra Götaland,447 3,SWEDEN,Mfg communications equipment,,,,,,,
60531506,rrmccareers.hctsportals.com,rrmc.org,The Rutland Hospital Inc,160 Allen St,,RUTLAND,Vermont,5701,USA,General hospital,,,,,,,
421278956,zgpmsm.com,shenma.com,"China Pingmei Shenma Group Flight Chemical Co., Ltd.","West Section of Nanhuan Road, Zhanhe District",,Pingdingshan,Henan,46700,CHINA,Mfg nitrogenous fertilizers,,,,,,,
10919447,salinaspubliclibrary.org,cityofsalinas.org,City of Salinas,200 Lincoln Ave,,Salinas,California,93901,USA,Executive office,,,,,,,
548070677,meiyapico.com,300188.cn,"Xiamen Meiya Pico Information Co., Ltd.","Unit 102-402, No.12, Erqi Guanri Road, Software Park, Siming Dis",,Xiamen,Fujian,36100,CHINA,Computer systems design,,,,,,,
357399520,elizahosp.ru,eliz-spb.ru,"ELIZAVETINSKAYA BOLNITSA, GBU","d. 14 litera A,  ul. Vavilovykh",,St. Petersburg,,19525,RUSSIAN FEDERATION,General hospital,,,,,,,
688315121,kr.kpmg.com,home.kpmg,Kpmg Samjong Accounting Corp.,27/F Gangnam Finance Center,"152 Teheran-ro, Gangnam-gu",SEOUL,SEOUL,6236,KOREA REP OF,Accounting/auditing/bookkeeping,,,,,,,
687965749,poscodx.com,poscoict.com,POSCO DX COMPANY LTD.,"68 Hodong-ro, Nam-gu",,POHANG,GYEONGBUK,37861,KOREA REP OF,Engineering services,,,,,,,
78488327,ecisd.net,schools.texastribune.org,East Central Independent School District,6634 New Sulphur Springs Rd,,SAN ANTONIO,Texas,78263,USA,Elementary/secondary school,,,,,,,
42845636,lindeus.com,lindedirect.com,Linde Gas & Equipment Inc.,10 Riverview Dr,,DANBURY,Connecticut,6810,USA,Mfg industrial gases,,,,,,,
28447746,www.outdoorproducts.com,outdoorproducts.com,The Outdoor Recreation Group Holdings LLC,3450 Mount Vernon Dr,,LOS ANGELES,California,90008,USA,Mfg textile bags,,,,,,,
366187065,boytas.com.tr,bellona.com.tr,BELLONA MOBILYA SANAYI VE TICARET ANONIM SIRKETI,NO:2B KAYSERIOSB MAHALLESI,"16 CADDESI, MELIKGAZI",Kayseri,MELIKGAZI,38070,TURKIYE,Mfg furniture/fixtures,,,,,,,
645225533,pepa.com.ye,mom-ye.com,MINISTRY OF OIL AND MINERAL,Malla,,Aden,,,YEMEN,Crude petroleum/natural gas production,,,,,,,
545238342,x06r4y11.com.cn,sdstg.com,"Shiheng Special Steel Group Co., Ltd.",Shiheng Town,,Feicheng,Shandong,27161,CHINA,Metals service center,,,,,,,
391604167,ovh.com,recyclivre.com,OVH,2 RUE KELLERMANN,,ROUBAIX,NORD,59100,FRANCE,Computer related services,,,,,,,
971070339,unilever.com.ar,unilever-southlatam.com,UNILEVER DE ARGENTINA S.A.,Alferez Hipólito Bouchard 4191,,MUNRO,BUENOS AIRES,B1605,ARGENTINA,Mfg soap/other detergents,,,,,,,
534611430,hawilux.com,alvanpaint.com,Pars Alvan Paint & Resin Industries Manufacturing Company,"Km 10, Special Karaj Road",,TEHRAN,,13145,IRAN,Mfg paints/allied products,,,,,,,
10861201,stantonnet.com,wendys.com,J Stanton David & Associates Inc,714 W Michigan Ave,,Jackson,Michigan,49201,USA,Eating place,,,,,,,
528157227,cmtoa.cn,601.cn,Zhuzhou Cemented Carbide Group Corp. Ltd,"Zuanshi Road, Hetang District",,Zhuzhou,Hunan,41200,CHINA,Nonferrous rolling/drawing,,,,,,,
355961120,unimilk.ru,danone.ru,H&N JSC,"d. 27 str. 13,  ul. Vyatskaya",,MOSCOW,,12701,RUSSIAN FEDERATION,Mfg fluid milk,,,,,,,
636310794,implats.co.za,arm.co.za,TWO RIVERS PLATINUM (PTY) LTD,29 IMPALA RD,,Johannesburg,Gauteng,2196,SOUTH AFRICA,Metal ore mining,,,,,,,
653817866,midea.com.cn,midea.com,"Gd Midea Holding Co.,Ltd.","Meide General Headquarters Building, No.6, Meide Avenue, Beijiao",,Foshan,Guangdong,52831,CHINA,Mfg household appliances,,,,,,,
122800084,crosspointfamilydental.com,heartlandfamilydentalcare.com,"Heartland Family Dental Care of Iowa, P.C.",1200 Network Centre Dr Ste 2,,Effingham,Illinois,62401,USA,Dentist's office,,,,,,,
679852991,cqccn.com,icatch.tv,"China Broadcasting Chongqing Network Co., Ltd.","Guangdian Building, No.333, Longshan Avenue, Yubei District",,Chongqing,Chongqing,40112,CHINA,Cable/pay television service,,,,,,,
689082576,koreachoongang.org,korea.ac.kr,Korea University Foundation,"145 Anam-ro, Seongbuk-gu",,SEOUL,SEOUL,2841,KOREA REP OF,College/university,,,,,,,
78198520,kaiserpermanente.org,healthy.kaiserpermanente.org,Kaiser Foundation Health Plan of Washington,601 Union St Ste 3100,,Seattle,Washington,98101,USA,Hospital/medical service plan,,,,,,,
73500514,lifecareserviceslcs.com,lcsnet.com,Life Care Services LLC,400 Locust St Ste 820,,DES MOINES,Iowa,50309,USA,Individual/family services,,,,,,,
522690905,bc-compressor.ru,tengizchevroil.com,"TENGIZSHEVROIL RUS, OOO","d. 5 etazh 3 kom. B;V pom. V kom. 18;19;27,  ul. 2-Ya Entuziasto",,MOSCOW,,11102,RUSSIAN FEDERATION,Whol petroleum products,,,,,,,
117672398,bostonmarket.com,engagebrands.com,"Engage Brands, LLC",4455 Brookfield Corporate Dr,,Chantilly,Virginia,20151,USA,Retail bakery,,,,,,,
754449007,sita.com.au,suez.com,VEOLIA RECYCLING & RECOVERY (REGIONAL QUEENSLAND) PTY LTD,LEVEL 4 65 PIRRAMA ROAD,,PYRMONT,NEW SOUTH WALES,2009,AUSTRALIA,Refuse system,,,,,,,
890534001,pmplimited.com.au,ovato.com.au,TOWER BOOKS PTY LIMITED,26 RODBOROUGH RD,,FRENCHS FOREST,NEW SOUTH WALES,2086,AUSTRALIA,Whol books/newspapers,,,,,,,
549330308,hyatt.com,prlife.com.cn,"Pearl River Life Insurance Co.,Ltd.","Floor 3-4, Zhujiang Investment Building, No.421, Zhujiang E. Roa",,Guangzhou,Guangdong,51062,CHINA,Insurance agent/broker,,,,,,,
565692980,cardcredit.ru,crediteurope.ru,"KREDIT EVROPA BANK (ROSSIYA), AO",14 prospekt Olimpiski,,MOSCOW,,12909,RUSSIAN FEDERATION,National commercial bank,,,,,,,
728741711,pizzahut.co.id,sarimelatikencana.co.id,PT. SARIMELATI KENCANA TBK,Jl. Jend. Gatot Subroto Kav. 1000,"Kel. Menteng Dalam, Kec. Tebet",Kota Administrasi Jakarta Selatan,Jakarta Raya,12870,INDONESIA,Eating place,,,,,,,
421290842,runner-corp.com.cn,filtertech-water.com,"Xiamen Jianlin Health Home Co., Ltd.","No.69, Tianfeng Road, Jimei District",,Xiamen,Fujian,36102,CHINA,Mfg plumbing fixture fittings,,,,,,,
758569701,sevenwestmedia.com.au,7news.com.au,CHANNEL SEVEN QUEENSLAND PTY. LIMITED,140 Horton Pde,,MAROOCHYDORE,QUEENSLAND,4558,AUSTRALIA,Television station,,,,,,,
20111969,www.washtenawcd.org,washtenawcd.org,County of Washtenaw,110 N 4TH Ave Ste 300,,Ann Arbor,Michigan,48104,USA,Executive office,,,,,,,
690713003,dell.com,corporate.delltechnologies.com,DELL TECHNOLOGIES JAPAN INC.,"1-2-1, OTEMACHI",OTEMACHI ONE TOWER 17F.,CHIYODA-KU,TOKYO,100-8,JAPAN,Ret computers/software,,,,,,,
360761951,hiltongrandvacations.com,hilton.com,"HIT Portfolio II TRS, LLC",7930 Jones Branch Dr,,Mc Lean,Virginia,22102,USA,Hotel/motel operation,,,,,,,
799542170,necc.mass.edu,neccpa.org,Northern Essex Community College,100 Elliott St,,HAVERHILL,Massachusetts,1830,USA,Junior college,,,,,,,
617575431,www.beyondtrust.com,beyondtrust.com,Beyondtrust Corporation,11695 Johns Creek Pkwy,,JOHNS CREEK,Georgia,30097,USA,Computer related services,,,,,,,
109253690,muellerprost.com,wipfli.com,Mueller Prost Lc,7733 Forsyth Blvd Ste 1200,,Saint Louis,Missouri,63105,USA,Accounting/auditing/bookkeeping,,,,,,,
434006930,uslumbria1.it,uslumbria1.gov.it,AZIENDA UNITA' SANITARIA LOCALE UMBRIA 1,VIA GUERRIERO GUERRA 21,,PERUGIA,PERUGIA,6127,ITALY,Medical doctor's office,,,,,,,
5439773,realtechniques.com,ppibeauty.com,Paris Presents Incorporated,1950 Innovation Way Ste 100,,Libertyville,Illinois,60048,USA,Whol drugs/sundries,,,,,,,
232766498,midyorks.nhs.uk,portal.nhs.net,MID YORKSHIRE TEACHING NHS TRUST,PINDERFIELDS HOSPITAL,ABERFORD ROAD,WAKEFIELD,WEST YORKSHIRE,WF1 4,ENGLAND,General hospital,,,,,,,
654543313,sunrisegroupcn.com,shengxingholdings.com,Sunrise Group Company Limited,"Jingyi Road, Economic Technology Development Zone, Mawei Distric",,Fuzhou,Fujian,35001,CHINA,Mfg misc fabricated metal products,,,,,,,
78317063,intuitivesurgical.com,intuitive.com,"Intuitive Surgical, Inc.",1266 Kifer Rd Bldg 101,,SUNNYVALE,California,94086,USA,Mfg surgical/medical instruments,,,,,,,
283794022,coca-cola.com,coca-cola.be,Coca-Cola Europacific Partners Belgium,Chaussee de Mons 1424,,Bruxelles,,1070,BELGIUM,Ret misc foods,,,,,,,
364272315,www.q2.com,q2.com,"Q2 Software, Inc.",10355 Pecan Park Blvd,,Austin,Texas,78729,USA,Prepackaged software services,,,,,,,
789437188,entergy-nuclear.com,entergy-louisiana.com,"Entergy Louisiana Holdings, Inc.",4809 Jefferson Hwy,,JEFFERSON,Louisiana,70121,USA,Natural gas transmission,,,,,,,
565635224,nidum.ru,nespresso.ru,"NESTLE ROSSIYA, OOO","d. 2 str. 1,  pl. Paveletskaya",,MOSCOW,,11505,RUSSIAN FEDERATION,Mfg candy/confectionery,,,,,,,
860065211,kpmg.com,home.kpmg,KPMG ASSURANCE AND CONSULTING SERVICES LLP,"2nd Floor, Block T2, B Wing, Lodha Excelus,","Apollo Mills Compound, N M Joshi Marg, Mahalaxmi,",Mumbai,Maharashtra,40001,INDIA,Accounting/auditing/bookkeeping,,,,,,,
629705612,docksmarket.it,dockscashandcarry.it,GS SPA,VIA BISCEGLIE 66,,MILANO,MILANO,20152,ITALY,Ret groceries,,,,,,,
544952968,njutcm.edu.cn,nju.edu.cn,NAN JING UNIVERSITY OF CHINESE MEDICINE,"No.138, Xianlin Boulevard, Xianlin Higher Education Mega Center,",,Nanjing,Jiangsu,21004,CHINA,College/university,,,,,,,
690578356,fujinon.co.jp,fujinon.com,FUJINON CORPORATION,"1-324, UETAKECHO, KITA-KU",,SAITAMA,SAITAMA,331-0,JAPAN,Mfg photographic equipment/supplies,,,,,,,
966018327,gub.uy,www.gub.uy,MINISTERIO DE EDUCACION Y CULTURA,Reconquista 535,,Montevideo (58),MONTEVIDEO,11000,URUGUAY,Administrative educational programs,,,,,,,
659390439,calzedoniagroup.com,omegaline.toastmastersclubs.org,OMEGA LINE,Laksman's Building 1st  Floor,"No. 321, Galle Road",,,60176,SRI LANKA,Mfg men's/boy's clothing,,,,,,,
79798847,ppsk12.us,pps.k12.va.us,Portsmouth City Public Schools,801 Crawford St,,Portsmouth,Virginia,23704,USA,Elementary/secondary school,,,,,,,
712114669,sprix.inc,sprix.jp,SPRIX INC.,"1-11-1, NISHIIKEBUKURO",METROPOLITAN PLAZA BLDG. 12F.,TOSHIMA-KU,TOKYO,171-0,JAPAN,School/educational services,,,,,,,
422312793,molpolska.pl,lotos.pl,MOL POLSKA SP Z O O,Al. Grunwaldzka 50a,,Gdansk,pomorskie,80-24,POLAND,Gasoline service station,,,,,,,
151280260,gstes.com,gstinc.com,Golden Star Technology Inc.,12881 166TH St,,CERRITOS,California,90703,USA,Ret computers/software,,,,,,,
504335372,ogk1.ru,irao-generation.ru,"INTER RAO-ELEKTROGENERATSIYA, AO","d. 27 str. 1,  ul. Bolshaya Pirogovskaya",,MOSCOW,,11943,RUSSIAN FEDERATION,Electric services,,,,,,,
631214202,allianz-africa.com,allianz.sn,ALLIANZ SENEGAL ASSURANCES VIE SA,"Face BCEAO Siège,  Avenue Abdoulaye FADIGA",Rue de Thann,DAKAR,,,SENEGAL,Life insurance carrier,,,,,,,
52781353,www.masonite.com,masonite.com,Masonite International Corporation,1242 E 5TH Ave,,TAMPA,Florida,33605,USA,Mfg millwork,,,,,,,
750235764,toll.com.au,tollgroup.com,TOLL (FHL) PTY LTD,L 6 380 St Kilda Rd,,MELBOURNE,VICTORIA,3004,AUSTRALIA,Holding company,,,,,,,
552670390,miscoltd.com,lamprell.com,MARITIME IND.SERVICES CO.LTD. SHJ.BRANCH,"Next to Zulal Water Plant,Opposite Emirates Refining Sharjah Por",,Sharjah,Sharjah,,UNITED ARAB EMIRATES,Structural metal fabrication,,,,,,,
491298988,martur.com.tr,marturfompak.com,Martur International N.V.,Parnassusweg 819,,Amsterdam,NOORD-HOLLAND,1082,NETHERLANDS,Holding company,,,,,,,
565527838,tanganda.com,tangandatea.com,TANGANDA TEA COMPANY LIMITED,194 MUTARE ROAD,,HARARE,,,ZIMBABWE,Mfg food preparations,,,,,,,
420810582,yinlun.com,yinlun.cn,"Zhejiang Yinlun Machinery Co.,Ltd.","No.8, Shifeng East Rd., Fuxi Street, Tiantai County",,Taizhou,Zhejiang,31720,CHINA,Mfg motor vehicle parts/accessories,,,,,,,
650051832,cumi.murugappa.com,cumi-murugappa.com,CARBORUNDUM UNIVERSAL LIMITED,"Parry House,","43, Moore Street,",Chennai,Tamil Nadu,60000,INDIA,Mfg abrasive products,,,,,,,
277520185,medtronic.com,medtronic.fr,MEDTRONIC FRANCE,9 BOULEVARD ROMAIN ROLLAND,,PARIS,PARIS,75014,FRANCE,Whol drugs/sundries,,,,,,,
292656774,grattan.co.uk,fgh-uk.com,GRATTAN INTERNATIONAL LTD,66-70 Vicar Lane,,BRADFORD,WEST YORKSHIRE,BD99,ENGLAND,Ret mail-order house,,,,,,,
499292712,velmeat.ru,vluki.ru,"VELIKOLUKSKI MYASOKOMBINAT, PAO",d. 17 ul. Liteinaya,,Velikie Luki,,18211,RUSSIAN FEDERATION,Mfg prepared meats,,,,,,,
884227109,www.ajcfood.com,ajcfood.com,"Ajc International, Inc.",1000 Abernathy Rd Ste 600,,Atlanta,Georgia,30328,USA,Whol poultry/products,,,,,,,
227411998,rbwm.gov.uk,rbwm.org.uk,The Royal Borough of Windsor and Maidenhead Council,Town Hall,St Ives Road,MAIDENHEAD,BERKSHIRE,SL6 1,ENGLAND,General government,,,,,,,
870434469,standardcatalog.bhilwaraonline.in,kanchanindia.com,KANCHAN INDIA LIMITED,"19-20, Bhilwara Textiles Marketpur Road",,Bhilwara,Rajasthan,31100,INDIA,Mfg fabricated textile products,,,,,,,
964411479,daltile.com,sedallaschamber.org,"Dal-Tile Distribution, Inc.",7834 C F Hawn Fwy,,Dallas,Texas,75217,USA,Whol brick/stone material,,,,,,,
406503813,bnint.com,bnwalls.com,BN International B.V.,Rokerijweg 5,,Huizen,NOORD-HOLLAND,1271,NETHERLANDS,Mfg chemical preparations,,,,,,,
176619062,goprotel.com,protelesis.com,Protel Communications Inc.,3934 Murphy Canyon Rd Ste B100,,SAN DIEGO,California,92123,USA,Ret misc merchandise,,,,,,,
752885405,bcf.com.au,superretailgroup.com.au,SRG LEISURE RETAIL PTY LTD,6 COULTHARDS AVENUE,,STRATHPINE,QUEENSLAND,4500,AUSTRALIA,Ret sporting goods/bicycles,,,,,,,
318692118,meggle-group.com,meggle.com,MEGGLE Group GmbH,Megglestr. 6-12,,Reitmehring,Bayern,83512,GERMANY,Holding company,,,,,,,
366188576,oyakcimento.com.tr,oyakcimento.com,OYAK CIMENTO FABRIKALARI ANONIM SIRKETI,NO:2 A-56 CUKURAMBAR MAHALLESI,"1480 SOKAK, CANKAYA",ANKARA,,6530,TURKIYE,Mfg ready-mixed concrete,,,,,,,
11906914,newandusedofficechairs.com,frarents.com,"Furniture Rental Associates., Inc.",6020 59TH Pl Ste 4,,Maspeth,New York,11378,USA,Equipment rental/leasing,,,,,,,
690779277,mrc.co.jp,m-chemical.co.jp,"MITSUBISHI RAYON ENGINEERING CO.,LTD.","1-6-41, KONAN",SHINAGAWA CRYSTAL SQUARE 11F.,MINATO-KU,TOKYO,108-0,JAPAN,Building equipment installation,,,,,,,
6982896,citigroup.com,dinersclub.com,Diners Club International Ltd.,50 Northwest Point Blvd,,Elk Grove Village,Illinois,60007,USA,National commercial bank,,,,,,,
74369034,alexianbrothershealth.org,amitahealth.org,Alexian Brothers Health System,200 S Wacker Dr FL 12,,Chicago,Illinois,60606,USA,General hospital,,,,,,,
743165164,woolworthsgroup.com.au,woolworths.com.au,WOOLWORTHS (R & D) PTY LIMITED,1 Woolworths Way,,BELLA VISTA,NEW SOUTH WALES,2153,AUSTRALIA,Ret mail-order house,,,,,,,
358119197,imec.msu.ru,internat.msu.ru,"MOSKOVSKI GOSUDARSTVENNY UNIVERSITET IMENI M.V.LOMONOSOVA, MGU IMENI M.V.LOMONOSOVA, MOSKOVSKI UNIVERSITET ILI MGU, FGBU",d. 1 ter. Leninskie Gory,,MOSCOW,,11923,RUSSIAN FEDERATION,College/university,,,,,,,
755940640,peabodyenergy.com,helensburgh.com.au,HELENSBURGH COAL PTY LIMITED,100 Melbourne St,,SOUTH BRISBANE,QUEENSLAND,4101,AUSTRALIA,Coal mining services,,,,,,,
